 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   6.599999999999999645 XR=   6.983276851146437814 YR=   7.069582517964185797 ZR=   5.651092589059519611
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -6.599999999999999645 XR=   6.741893094692557931 YR=   5.455283455869341935 ZR=  -7.447600949626941969
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   1.000000000000000000 XR=   6.880871621135701055 YR=   6.384728370408797815 ZR=   0.094071087798597075
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -1.000000000000000000 XR=   6.844298324703294689 YR=   6.140137603424729917 ZR=  -1.890579448366018545
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   4.567800000000000082 XR=   6.946114724641470062 YR=   6.821053839631675331 ZR=   3.634489179262655245
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -4.567800000000000082 XR=   6.779055221197525682 YR=   5.703812134201852402 ZR=  -5.430997539830077159
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   6.599999999999999645 XR=   6.444914710344384012 YR=  -6.019193000164477780 ZR=   7.274090322021589117
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -6.599999999999999645 XR=   6.203530953890504129 YR=  -7.633492062259321642 ZR=  -5.824603216664872463
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   1.000000000000000000 XR=   6.342509480333647254 YR=  -6.704047147719865762 ZR=   1.717068820760665693
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -1.000000000000000000 XR=   6.305936183901240888 YR=  -6.948637914703933660 ZR=  -0.267581715403949927
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   4.567800000000000082 XR=   6.407752583839416261 YR=  -6.267721678496988247 ZR=   5.257486912224724307
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -4.567800000000000082 XR=   6.240693080395471881 YR=  -7.384963383926811176 ZR=  -3.807999806868008097
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   6.599999999999999645 XR=   6.754880791412233521 YR=   1.516768661788389760 ZR=   6.339637081831306809
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -6.599999999999999645 XR=   6.513497034958353638 YR=  -0.097530400306454434 ZR=  -6.759056456855154771
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   1.000000000000000000 XR=   6.652475561401496762 YR=   0.831914514233001223 ZR=   0.782615580570383829
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -1.000000000000000000 XR=   6.615902264969090396 YR=   0.587323747248933992 ZR=  -1.202034955594231791
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   4.567800000000000082 XR=   6.717718664907265769 YR=   1.268239983455878850 ZR=   4.323033672034441999
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -4.567800000000000082 XR=   6.550659161463321389 YR=   0.150998278026056365 ZR=  -4.742453047058289961
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=   6.599999999999999645 XR=   6.673310770078588305 YR=  -0.466379143988680744 ZR=   6.585545829249801919
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=  -6.599999999999999645 XR=   6.431927013624708422 YR=  -2.080678206083524717 ZR=  -6.513147709436659660
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=   1.000000000000000000 XR=   6.570905540067851547 YR=  -1.151233291544069059 ZR=   1.028524327988879161
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=  -1.000000000000000000 XR=   6.534332243635445181 YR=  -1.395824058528136513 ZR=  -0.956126208175736569
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=   4.567800000000000082 XR=   6.636148643573620554 YR=  -0.714907822321191544 ZR=   4.568942419452937109
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=  -4.567800000000000082 XR=   6.469089140129676174 YR=  -1.832149527751014029 ZR=  -4.496544299639794851
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=   6.599999999999999645 XR=   6.900393552469322067 YR=   5.054506032514105129 ZR=   5.900960467311453073
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=  -6.599999999999999645 XR=   6.659009796015442184 YR=   3.440206970419261268 ZR=  -7.197733071375008507
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=   1.000000000000000000 XR=   6.797988322458585309 YR=   4.369651884958717147 ZR=   0.343938966050530093
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=  -1.000000000000000000 XR=   6.761415026026178943 YR=   4.125061117974649250 ZR=  -1.640711570114085527
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=   4.567800000000000082 XR=   6.863231425964354315 YR=   4.805977354181594663 ZR=   3.884357057514588263
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=  -4.567800000000000082 XR=   6.696171922520409936 YR=   3.688735648751771734 ZR=  -5.181129661578143697
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=   6.599999999999999645 XR=   6.527798009021499759 YR=  -4.004116514714397113 ZR=   7.024222443769655655
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=  -6.599999999999999645 XR=   6.286414252567619876 YR=  -5.618415576809240974 ZR=  -6.074471094916805924
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=   1.000000000000000000 XR=   6.425392779010763000 YR=  -4.688970662269785095 ZR=   1.467200942508732675
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=  -1.000000000000000000 XR=   6.388819482578356634 YR=  -4.933561429253852992 ZR=  -0.517449593655882945
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=   4.567800000000000082 XR=   6.490635882516532007 YR=  -4.252645193046907579 ZR=   5.007619033972790845
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=  -4.567800000000000082 XR=   6.323576379072587628 YR=  -5.369886898476730508 ZR=  -4.057867685119941115
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=   6.599999999999999645 XR=  -6.203530953890504129 YR=   7.633492062259321642 ZR=   5.824603216664872463
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=  -6.599999999999999645 XR=  -6.444914710344384012 YR=   6.019193000164477780 ZR=  -7.274090322021589117
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=   1.000000000000000000 XR=  -6.305936183901240888 YR=   6.948637914703933660 ZR=   0.267581715403949927
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=  -1.000000000000000000 XR=  -6.342509480333647254 YR=   6.704047147719865762 ZR=  -1.717068820760665693
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=   4.567800000000000082 XR=  -6.240693080395471881 YR=   7.384963383926811176 ZR=   3.807999806868008097
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=  -4.567800000000000082 XR=  -6.407752583839416261 YR=   6.267721678496988247 ZR=  -5.257486912224724307
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=   6.599999999999999645 XR=  -6.741893094692557931 YR=  -5.455283455869341935 ZR=   7.447600949626941969
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=  -6.599999999999999645 XR=  -6.983276851146437814 YR=  -7.069582517964185797 ZR=  -5.651092589059519611
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=   1.000000000000000000 XR=  -6.844298324703294689 YR=  -6.140137603424729917 ZR=   1.890579448366018545
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=  -1.000000000000000000 XR=  -6.880871621135701055 YR=  -6.384728370408797815 ZR=  -0.094071087798597075
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=   4.567800000000000082 XR=  -6.779055221197525682 YR=  -5.703812134201852402 ZR=   5.430997539830077159
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=  -4.567800000000000082 XR=  -6.946114724641470062 YR=  -6.821053839631675331 ZR=  -3.634489179262655245
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=   6.599999999999999645 XR=  -6.431927013624708422 YR=   2.080678206083524717 ZR=   6.513147709436659660
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=  -6.599999999999999645 XR=  -6.673310770078588305 YR=   0.466379143988680744 ZR=  -6.585545829249801919
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=   1.000000000000000000 XR=  -6.534332243635445181 YR=   1.395824058528136513 ZR=   0.956126208175736569
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=  -1.000000000000000000 XR=  -6.570905540067851547 YR=   1.151233291544069059 ZR=  -1.028524327988879161
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=   4.567800000000000082 XR=  -6.469089140129676174 YR=   1.832149527751014029 ZR=   4.496544299639794851
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=  -4.567800000000000082 XR=  -6.636148643573620554 YR=   0.714907822321191544 ZR=  -4.568942419452937109
