 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   6.599999999999999645 XR=  -1.094613316618785026 YR= -11.170109717845502217 ZR=   2.170361854191560802
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -6.599999999999999645 XR=   1.313900041440344557 YR=  -5.912254364307692356 ZR=  -9.695303760717518315
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   1.000000000000000000 XR=  -0.072819770775517934 YR=  -8.939504416344613347 ZR=  -2.863556891527442083
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -1.000000000000000000 XR=   0.292106495597077465 YR=  -8.142859665808581227 ZR=  -4.661385014998514542
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   4.567800000000000082 XR=  -0.723811737357590856 YR= -10.360638986825840391 ZR=   0.343588697932603715
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -4.567800000000000082 XR=   0.943098462179150387 YR=  -6.721725095327354182 ZR=  -7.868530604458560340
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   6.599999999999999645 XR= -10.380721686589998498 YR=  -2.040975398348315650 ZR=   4.330708566580361740
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -6.599999999999999645 XR=  -7.972208328530869359 YR=   3.216879955189494211 ZR=  -7.534957048328716489
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   1.000000000000000000 XR=  -9.358928140746732183 YR=   0.189629903152573387 ZR=  -0.703210179138640923
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -1.000000000000000000 XR=  -8.994001874374136563 YR=   0.986274653688605119 ZR=  -2.501038302609713604
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   4.567800000000000082 XR= -10.009920107328804662 YR=  -1.231504667328653824 ZR=   2.503935410321404653
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -4.567800000000000082 XR=  -8.343009907792064084 YR=   2.407409224169832385 ZR=  -5.708183892069759402
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   6.599999999999999645 XR=  -5.034174443273239596 YR=  -7.297143642907301775 ZR=   3.086872580659536958
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -6.599999999999999645 XR=  -2.625661085214110457 YR=  -2.039288289369491913 ZR=  -8.778793034249542160
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   1.000000000000000000 XR=  -4.012380897429972393 YR=  -5.066538341406412904 ZR=  -1.947046165059465928
