 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   6.599999999999999645 XR=   9.305502571770725595 YR=   0.726375857781912160 ZR=   6.599999999999999645
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -6.599999999999999645 XR=   9.305502571770725595 YR=   0.726375857781912160 ZR=  -6.599999999999999645
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   1.000000000000000000 XR=   9.305502571770725595 YR=   0.726375857781912160 ZR=   1.000000000000000000
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -1.000000000000000000 XR=   9.305502571770725595 YR=   0.726375857781912160 ZR=  -1.000000000000000000
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   4.567800000000000082 XR=   9.305502571770725595 YR=   0.726375857781912160 ZR=   4.567800000000000082
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -4.567800000000000082 XR=   9.305502571770725595 YR=   0.726375857781912160 ZR=  -4.567800000000000082
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   6.599999999999999645 XR=   0.726375857781912160 YR=  -9.305502571770725595 ZR=   6.599999999999999645
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -6.599999999999999645 XR=   0.726375857781912160 YR=  -9.305502571770725595 ZR=  -6.599999999999999645
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   1.000000000000000000 XR=   0.726375857781912160 YR=  -9.305502571770725595 ZR=   1.000000000000000000
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -1.000000000000000000 XR=   0.726375857781912160 YR=  -9.305502571770725595 ZR=  -1.000000000000000000
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   4.567800000000000082 XR=   0.726375857781912160 YR=  -9.305502571770725595 ZR=   4.567800000000000082
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -4.567800000000000082 XR=   0.726375857781912160 YR=  -9.305502571770725595 ZR=  -4.567800000000000082
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   6.599999999999999645 XR=   5.665873056745168057 YR=  -3.529572566876782780 ZR=   6.599999999999999645
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -6.599999999999999645 XR=   5.665873056745168057 YR=  -3.529572566876782780 ZR=  -6.599999999999999645
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   1.000000000000000000 XR=   5.665873056745168057 YR=  -3.529572566876782780 ZR=   1.000000000000000000
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -1.000000000000000000 XR=   5.665873056745168057 YR=  -3.529572566876782780 ZR=  -1.000000000000000000
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   4.567800000000000082 XR=   5.665873056745168057 YR=  -3.529572566876782780 ZR=   4.567800000000000082
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -4.567800000000000082 XR=   5.665873056745168057 YR=  -3.529572566876782780 ZR=  -4.567800000000000082
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=   6.599999999999999645 XR=   4.366005372807469698 YR=  -5.049554147112030655 ZR=   6.599999999999999645
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=  -6.599999999999999645 XR=   4.366005372807469698 YR=  -5.049554147112030655 ZR=  -6.599999999999999645
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=   1.000000000000000000 XR=   4.366005372807469698 YR=  -5.049554147112030655 ZR=   1.000000000000000000
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=  -1.000000000000000000 XR=   4.366005372807469698 YR=  -5.049554147112030655 ZR=  -1.000000000000000000
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=   4.567800000000000082 XR=   4.366005372807469698 YR=  -5.049554147112030655 ZR=   4.567800000000000082
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=  -4.567800000000000082 XR=   4.366005372807469698 YR=  -5.049554147112030655 ZR=  -4.567800000000000082
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=   6.599999999999999645 XR=   7.984707018121629751 YR=  -0.818077425895123334 ZR=   6.599999999999999645
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=  -6.599999999999999645 XR=   7.984707018121629751 YR=  -0.818077425895123334 ZR=  -6.599999999999999645
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=   1.000000000000000000 XR=   7.984707018121629751 YR=  -0.818077425895123334 ZR=   1.000000000000000000
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=  -1.000000000000000000 XR=   7.984707018121629751 YR=  -0.818077425895123334 ZR=  -1.000000000000000000
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=   4.567800000000000082 XR=   7.984707018121629751 YR=  -0.818077425895123334 ZR=   4.567800000000000082
 X=   6.599999999999999645 Y=   4.567800000000000082 Z=  -4.567800000000000082 XR=   7.984707018121629751 YR=  -0.818077425895123334 ZR=  -4.567800000000000082
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=   6.599999999999999645 XR=   2.047171411431008003 YR=  -7.761049288093690102 ZR=   6.599999999999999645
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=  -6.599999999999999645 XR=   2.047171411431008003 YR=  -7.761049288093690102 ZR=  -6.599999999999999645
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=   1.000000000000000000 XR=   2.047171411431008003 YR=  -7.761049288093690102 ZR=   1.000000000000000000
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=  -1.000000000000000000 XR=   2.047171411431008003 YR=  -7.761049288093690102 ZR=  -1.000000000000000000
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=   4.567800000000000082 XR=   2.047171411431008003 YR=  -7.761049288093690102 ZR=   4.567800000000000082
 X=   6.599999999999999645 Y=  -4.567800000000000082 Z=  -4.567800000000000082 XR=   2.047171411431008003 YR=  -7.761049288093690102 ZR=  -4.567800000000000082
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=   6.599999999999999645 XR=  -0.726375857781912160 YR=   9.305502571770725595 ZR=   6.599999999999999645
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=  -6.599999999999999645 XR=  -0.726375857781912160 YR=   9.305502571770725595 ZR=  -6.599999999999999645
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=   1.000000000000000000 XR=  -0.726375857781912160 YR=   9.305502571770725595 ZR=   1.000000000000000000
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=  -1.000000000000000000 XR=  -0.726375857781912160 YR=   9.305502571770725595 ZR=  -1.000000000000000000
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=   4.567800000000000082 XR=  -0.726375857781912160 YR=   9.305502571770725595 ZR=   4.567800000000000082
 X=  -6.599999999999999645 Y=   6.599999999999999645 Z=  -4.567800000000000082 XR=  -0.726375857781912160 YR=   9.305502571770725595 ZR=  -4.567800000000000082
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=   6.599999999999999645 XR=  -9.305502571770725595 YR=  -0.726375857781912160 ZR=   6.599999999999999645
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=  -6.599999999999999645 XR=  -9.305502571770725595 YR=  -0.726375857781912160 ZR=  -6.599999999999999645
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=   1.000000000000000000 XR=  -9.305502571770725595 YR=  -0.726375857781912160 ZR=   1.000000000000000000
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=  -1.000000000000000000 XR=  -9.305502571770725595 YR=  -0.726375857781912160 ZR=  -1.000000000000000000
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=   4.567800000000000082 XR=  -9.305502571770725595 YR=  -0.726375857781912160 ZR=   4.567800000000000082
 X=  -6.599999999999999645 Y=  -6.599999999999999645 Z=  -4.567800000000000082 XR=  -9.305502571770725595 YR=  -0.726375857781912160 ZR=  -4.567800000000000082
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=   6.599999999999999645 XR=  -4.366005372807469698 YR=   5.049554147112030655 ZR=   6.599999999999999645
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=  -6.599999999999999645 XR=  -4.366005372807469698 YR=   5.049554147112030655 ZR=  -6.599999999999999645
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=   1.000000000000000000 XR=  -4.366005372807469698 YR=   5.049554147112030655 ZR=   1.000000000000000000
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=  -1.000000000000000000 XR=  -4.366005372807469698 YR=   5.049554147112030655 ZR=  -1.000000000000000000
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=   4.567800000000000082 XR=  -4.366005372807469698 YR=   5.049554147112030655 ZR=   4.567800000000000082
 X=  -6.599999999999999645 Y=   1.000000000000000000 Z=  -4.567800000000000082 XR=  -4.366005372807469698 YR=   5.049554147112030655 ZR=  -4.567800000000000082
 X=  -6.599999999999999645 Y=  -1.000000000000000000 Z=   6.599999999999999645 XR=  -5.665873056745168057 YR=   3.529572566876782780 ZR=   6.599999999999999645
 X=  -6.599999999999999645 Y=  -1.000000000000000000 Z=  -6.599999999999999645 XR=  -5.665873056745168057 YR=   3.529572566876782780 ZR=  -6.599999999999999645
 X=  -6.599999999999999645 Y=  -1.000000000000000000 Z=   1.000000000000000000 XR=  -5.665873056745168057 YR=   3.529572566876782780 ZR=   1.000000000000000000
 X=  -6.599999999999999645 Y=  -1.000000000000000000 Z=  -1.000000000000000000 XR=  -5.665873056745168057 YR=   3.529572566876782780 ZR=  -1.000000000000000000
 X=  -6.599999999999999645 Y=  -1.000000000000000000 Z=   4.567800000000000082 XR=  -5.665873056745168057 YR=   3.529572566876782780 ZR=   4.567800000000000082
 X=  -6.599999999999999645 Y=  -1.000000000000000000 Z=  -4.567800000000000082 XR=  -5.665873056745168057 YR=   3.529572566876782780 ZR=  -4.567800000000000082
 X=  -6.599999999999999645 Y=   4.567800000000000082 Z=   6.599999999999999645 XR=  -2.047171411431008003 YR=   7.761049288093690102 ZR=   6.599999999999999645
