 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   6.599999999999999645 XR=   8.700523314309720035 YR=  -5.205559673064296788 ZR=   5.280439616861434260
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -6.599999999999999645 XR=   7.934127626544049683 YR=  -2.914217108080695340 ZR=  -7.696554908053359512
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   1.000000000000000000 XR=   8.375385749803072599 YR=  -4.233474948525799419 ZR=  -0.224951999769084643
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -1.000000000000000000 XR=   8.259265191050698007 YR=  -3.886301832619192709 ZR=  -2.191163291422841386
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=   4.567800000000000082 XR=   8.582533214561433255 YR=  -4.852797069991594547 ZR=   3.282572323412052295
 X=   6.599999999999999645 Y=   6.599999999999999645 Z=  -4.567800000000000082 XR=   8.052117726292337352 YR=  -3.266979711153398025 ZR=  -5.698687614603977991
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   6.599999999999999645 XR=  -3.817803922824157592 YR=  -9.392621075054009339 ZR=   5.280439616861434260
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -6.599999999999999645 XR=  -4.584199610589828389 YR=  -7.101278510070407890 ZR=  -7.696554908053359512
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   1.000000000000000000 XR=  -4.142941487330805472 YR=  -8.420536350515511970 ZR=  -0.224951999769084643
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -1.000000000000000000 XR=  -4.259062046083180064 YR=  -8.073363234608905259 ZR=  -2.191163291422841386
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=   4.567800000000000082 XR=  -3.935794022572445261 YR=  -9.039858471981306209 ZR=   3.282572323412052295
 X=   6.599999999999999645 Y=  -6.599999999999999645 Z=  -4.567800000000000082 XR=  -4.466209510841540720 YR=  -7.454041113143110131 ZR=  -5.698687614603977991
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   6.599999999999999645 XR=   3.389717819768074847 YR=  -6.981888752696296052 ZR=   5.280439616861434260
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -6.599999999999999645 XR=   2.623322132002404494 YR=  -4.690546187712694604 ZR=  -7.696554908053359512
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   1.000000000000000000 XR=   3.064580255261426966 YR=  -6.009804028157798683 ZR=  -0.224951999769084643
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -1.000000000000000000 XR=   2.948459696509052375 YR=  -5.662630912251191972 ZR=  -2.191163291422841386
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=   4.567800000000000082 XR=   3.271727720019787178 YR=  -6.629126149623593811 ZR=   3.282572323412052295
 X=   6.599999999999999645 Y=   1.000000000000000000 Z=  -4.567800000000000082 XR=   2.741312231750692163 YR=  -5.043308790785396845 ZR=  -5.698687614603977991
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=   6.599999999999999645 XR=   1.493001571717487153 YR=  -7.616291995422010075 ZR=   5.280439616861434260
 X=   6.599999999999999645 Y=  -1.000000000000000000 Z=  -6.599999999999999645 XR=   0.726605883951816800 YR=  -5.324949430438408626 ZR=  -7.696554908053359512
